-8.8548,-5.7164,5.8099
-10.3070,-5.4957,5.1603
-4.9640,-5.0380,5.6729
-8.5683,-5.9318,4.9703
-8.6778,-4.7818,5.7869
-7.3293,-5.4636,6.0497
-6.7412,-4.7187,5.5203
-8.4699,-4.7233,7.9606
-8.5566,-5.5073,7.0278
-9.1735,-5.5555,6.9080
-7.7067,-5.1723,6.6956
-11.1152,-4.2425,5.0658
-9.9556,-4.9873,6.7260
-8.7318,-6.3402,6.0516
-8.3398,-3.8582,6.7729
-8.0932,-4.1522,5.8200
-9.2129,-4.6797,6.6080
-8.5018,-6.0466,6.2546
-10.7809,-4.5737,6.5169
-9.9259,-5.2024,5.0614
-7.5298,-7.2980,5.1110
-7.5774,-4.1074,3.8675
-8.7851,-4.9358,5.4163
-6.6964,-6.4550,6.3800
-9.3354,-3.8578,6.0038
-8.6593,-6.9820,7.7073
-7.5342,-4.5102,7.1634
-7.9378,-5.9030,5.2252
-9.0872,-3.8937,4.5651
-8.8834,-5.5850,6.2501
-7.7117,-6.5129,4.2955
-8.2914,-4.0502,6.7825
-8.0714,-5.5809,6.3187
-8.5304,-4.4466,5.2310
-8.1528,-5.3746,6.5688
-8.0624,-2.7138,7.5241
-6.7903,-7.3033,5.6852
-8.8956,-4.7311,3.7465
-7.1125,-4.1968,4.7234
-9.2656,-6.0650,6.0688
-7.6460,-3.2159,5.8280
-7.5195,-5.1084,7.7854
-7.5449,-3.8952,4.9478
-8.4793,-6.0776,7.5304
-7.6294,-5.5689,5.5730
-7.8024,-5.9653,5.0949
-7.8057,-2.8007,5.7794
-8.8429,-6.4349,4.6905
-7.7620,-4.4130,6.0347
-7.9544,-5.1479,6.1641
-9.8132,-5.7219,6.1370
-9.0702,-5.7402,5.2064
-8.6205,-4.4107,5.6189
-8.4409,-4.4501,6.6703
-6.5918,-7.3543,6.8823
-8.7693,-5.1291,6.8632
-7.2038,-4.2244,6.1806
-6.6774,-5.5468,5.8845
-7.4877,-5.8152,8.1864
-7.2678,-3.0882,5.9989
-8.6701,-5.0967,6.7601
-8.8744,-4.8841,6.0087
-6.6713,-5.9265,7.0717
-8.9309,-6.2244,5.3152
-9.4772,-5.1174,7.0568
-8.1227,-4.6395,7.6577
-8.0170,-5.0686,5.7504
-9.8953,-4.5041,4.2690
-7.6343,-5.2781,7.1523
-8.3548,-6.0870,6.3834
-8.8473,-5.4447,6.0674
-8.4216,-5.4526,5.1930
-8.4762,-7.4021,5.8682
-9.4851,-4.1435,7.2954
-10.2380,-5.1189,5.8991
-9.3337,-4.7321,5.5638
-10.0546,-5.5305,5.8772
-8.1806,-6.4950,6.6412
-7.5516,-6.4096,5.3666
-8.3674,-5.8297,7.7692
-8.0786,-6.2744,5.2374
-8.3445,-2.9680,5.8472
-8.1595,-4.7497,5.9854
-6.0064,-5.7953,6.7697
-8.1266,-4.6426,4.8488
-6.5189,-5.3853,6.0597
-9.2220,-5.9935,6.5897
-7.3005,-4.5105,7.2345
-7.5725,-5.2353,6.8620
-7.6934,-5.3644,6.7516
-7.0013,-5.0292,5.6693
-7.5683,-3.3631,5.8149
-8.3793,-5.4002,7.2485
-10.1242,-4.8979,7.2178
-9.1004,-3.7748,6.5608
-8.8361,-5.0597,4.4910
-8.8526,-3.4369,5.1317
-6.4424,-5.3454,7.0202
-8.2431,-7.5053,5.4528
-8.0972,-6.4147,4.6781
-7.9208,-5.9132,4.3297
-8.9711,-4.4031,5.5517
-7.3522,-3.7365,6.0580
-9.4167,-6.5654,5.9992
-7.4060,-4.9948,6.5727
-8.7304,-4.9634,5.5542
-8.6126,-6.5560,4.4533
-8.7690,-6.3714,5.0667
-7.6160,-5.3709,8.9396
-7.3607,-5.8970,6.8035
-7.9302,-5.9495,7.1281
-9.0623,-8.3222,6.8196
-8.9043,-3.7778,5.3758
-9.4684,-3.7153,4.9500
-8.0836,-3.8141,6.1400
-8.3676,-5.1614,6.8645
-9.0938,-4.6531,6.6026
-5.9543,-5.6003,5.1107
-7.5513,-5.6609,6.3146
-8.1544,-4.0954,5.3687
-8.3793,-7.8159,5.1354
-6.7507,-5.9453,5.3240
-9.5049,-4.6840,6.2035
-9.4739,-4.5963,6.2856
-7.5330,-5.9053,7.7635
-7.8771,-5.3807,5.5067
-8.5318,-4.4050,5.7565
-7.2089,-4.6831,7.3720
-7.4729,-5.3267,4.1161
-7.9884,-4.4747,6.1884
-7.7306,-5.7354,5.6450
-9.2294,-3.9019,6.1839
-8.7795,-6.5956,5.8722
-6.8444,-4.8019,5.3010
-6.8575,-3.8353,7.0063
-7.4982,-4.1081,6.5687
-7.5120,-6.0438,7.5250
-8.0558,-3.2396,3.9832
-7.5816,-4.2823,5.6826
-7.8346,-4.5155,6.6029
-8.8267,-5.4057,7.0445
-7.0097,-5.1648,6.1025
-8.0865,-4.2261,4.9715
-9.6161,-5.1395,4.9190
-8.8741,-5.1775,6.5080
-9.3591,-4.4622,4.2518
-7.7416,-6.8415,4.7506
-7.6448,-5.6702,5.2299
-8.7318,-4.7988,5.9714
-8.3164,-4.2090,5.3091
-8.2698,-3.2169,4.0904
-9.4180,-3.6512,3.7297
-8.4305,-3.7797,3.4258
-9.3444,-4.6232,5.8575
-6.6733,-4.6039,4.1382
-11.5427,-4.2924,4.1171
-10.3340,-3.7184,2.5584
-9.4760,-4.3651,2.8751
-8.4044,-3.4484,2.7377
-10.6690,-3.9017,4.0936
-10.4726,-4.7992,4.0166
-9.4042,-3.6765,4.5083
-7.4917,-3.1296,4.8026
-8.1841,-3.1802,4.8301
-10.4869,-3.6446,4.1964
-7.6423,-4.4105,4.6501
-8.9315,-2.8228,4.3013
-9.5307,-4.1949,3.6846
-9.0991,-4.5115,4.3958
-7.3379,-4.9097,4.1611
-9.4607,-3.8314,2.9426
-9.9539,-4.5435,4.6703
-9.3074,-5.0043,3.2573
-8.7494,-3.0618,4.4470
-9.0730,-4.0601,3.1815
-9.5728,-4.7719,4.4194
-9.2932,-5.7204,5.2494
-7.5688,-4.7672,4.5230
-8.9940,-3.7193,2.6444
-7.6482,-4.9718,5.3884
-9.1805,-4.8935,3.9837
-8.3640,-5.3673,3.7490
-9.7433,-6.2194,5.4246
-8.6823,-4.5253,5.2878
-10.2176,-4.5774,5.8495
-8.2815,-6.7294,0.7921
-10.2991,-3.4427,3.6517
-9.4789,-3.8957,3.2389
-9.0483,-3.7119,4.5912
-8.8652,-5.1060,4.6384
-9.6888,-3.1990,6.6942
-10.0011,-6.6785,3.6987
-8.8843,-3.4538,5.2032
-10.0451,-5.2972,5.3914
-10.3535,-3.4137,3.8973
-8.4948,-3.7978,4.9008
-8.4407,-5.4934,4.4217
-9.2472,-4.1956,5.3574
-9.5323,-5.2160,3.3960
-9.5720,-3.7514,3.3093
-8.1019,-4.2135,3.8980
-10.5928,-4.2590,4.8156
-11.0269,-3.3120,5.7719
-8.9227,-4.0122,6.5378
-8.0293,-5.4017,4.1075
-9.4181,-4.6549,1.7599
-8.5042,-5.1407,4.2878
-9.3973,-3.6329,3.8283
-10.0566,-3.9716,5.5290
-9.5810,-3.1340,4.3863
-9.7939,-2.9788,3.3055
-8.2471,-5.0022,4.5744
-10.4953,-5.3416,5.1892
-9.0730,-4.4657,3.6843
-8.8147,-5.9013,3.0042
-9.4190,-5.3383,3.4236
-9.3327,-4.6415,3.9016
-7.5959,-3.4929,5.3539
-9.2893,-5.0087,2.6702
-9.6093,-6.5899,3.5404
-8.4969,-2.8825,5.0898
-10.1228,-4.0114,3.3350
-8.4382,-4.6153,4.9823
-6.6883,-3.5815,6.4566
-9.0837,-4.8337,5.4579
-7.5368,-5.0590,4.2008
-10.6957,-4.7040,5.0125
-9.3475,-5.0732,2.7169
-8.8929,-3.7064,4.7206
-9.0058,-5.7780,5.8860
-9.3177,-4.6488,4.8571
-11.4243,-4.5684,3.9874
-8.8889,-3.1568,4.5963
-11.0933,-4.8431,4.3297
-9.1140,-5.7852,2.4604
-8.7121,-4.1604,4.1028
-10.9866,-2.7299,1.2239
-9.6253,-2.4128,3.9667
-9.0291,-5.6831,5.4828
-10.5538,-4.2496,4.2591
-10.3119,-3.6170,2.7082
-9.9446,-4.5327,3.7116
-8.7934,-3.5799,3.8304
-9.8026,-5.0210,3.7586
-8.4515,-4.7216,4.5318
-9.3523,-5.3484,4.9879
-10.2992,-4.4978,5.6112
-10.3543,-4.5592,2.5394
-9.7706,-5.9986,3.7626
-9.7995,-4.3720,5.7084
-8.9782,-3.8458,4.0734
-9.5057,-5.3380,2.3233
-9.1925,-2.8749,4.6004
-9.7951,-2.8546,3.6915
-9.8800,-5.7167,3.1621
-9.5075,-2.5050,3.9180
-10.2927,-5.1094,3.9013
-10.9729,-4.3774,4.8248
-8.9403,-3.9032,2.8346
-10.9598,-3.2184,5.2185
-10.8014,-4.2976,4.1497
-8.7163,-4.2954,3.6220
-9.0659,-4.3469,4.0755
-11.1136,-7.4992,3.3340
-10.8959,-4.2514,4.8402
-8.9980,-4.8735,4.1946
-8.0938,-5.2328,5.0464
-8.5535,-4.2423,5.5761
-9.9790,-3.5615,3.1952
-10.0282,-5.5637,4.5700
-10.2009,-4.4518,2.9874
-8.1949,-2.6678,4.3502
-7.6178,-3.9433,6.2935
-9.1614,-6.0744,5.6147
-9.3875,-5.5398,3.4679
-10.8875,-4.6717,3.0529
-7.7770,-3.8395,2.4637
-10.7705,-5.0710,2.1991
-9.3710,-4.5474,3.3513
-9.8077,-4.0051,5.5458
-7.7655,-4.4697,4.9800
