-12.3363,1.5489,9.8314
-5.7766,-1.6314,7.1563
-6.4846,-0.9997,5.3218
-5.7871,-6.4858,7.6949
-5.0753,-2.3398,4.4022
-4.3746,-6.7962,8.8931
-4.1848,-3.0054,7.5571
-7.9011,-1.6023,12.6603
-9.8469,-9.3914,1.6195
-2.1592,-3.6312,9.6274
-2.5282,-3.3774,7.1650
-5.2940,-1.3380,2.7824
-6.0755,-3.2771,11.8689
-7.1376,-7.3753,4.5383
-1.7630,-4.7587,10.3900
-10.5726,-0.5318,9.4926
-9.1656,-3.5541,10.0534
-4.4952,-0.9311,13.6467
-3.9186,-4.8994,3.8943
-2.7588,-4.6400,5.7304
-5.0941,-2.0156,2.9789
-9.5104,-11.5752,10.0004
-4.5390,0.6512,6.2568
-7.0684,-2.5486,6.0471
-8.6557,-6.7739,11.7615
-3.6693,-2.7394,5.4272
-6.9059,-1.2660,5.9602
-7.1210,-4.4460,3.4771
-4.1786,-0.5296,3.6927
-0.3393,-6.0998,6.7601
-7.3606,-4.7191,6.4315
-6.1153,-6.2091,4.1831
-7.3134,-8.8974,5.4693
-3.5242,-1.2141,8.2905
2.8500,-3.0423,4.8699
1.0343,-7.2766,9.2868
-7.7287,-2.9324,0.1825
-1.9800,-4.5207,3.2847
0.4353,-1.6576,6.4265
-7.0786,-4.1646,5.7763
-2.5210,-1.5561,4.2145
-6.4708,-5.6796,2.1016
-6.6016,-4.3166,8.4265
-0.6746,-6.5360,7.9925
-6.1456,2.4029,6.1335
-3.2112,-6.9323,3.7714
-4.1425,-5.2207,7.3797
-9.6094,-1.9780,3.4961
0.5718,-4.9244,9.6860
-9.0922,-2.7004,3.5316
-6.2771,-3.9539,5.3016
-3.9486,-1.7124,8.3081
-5.0389,-8.2568,3.7901
-5.3746,-10.6078,8.6160
-5.5106,-4.8093,9.2245
-2.6972,-3.3451,3.1804
-3.8055,-2.9570,3.5417
-1.5335,-2.4557,0.1787
-4.3897,-7.9507,9.8071
-2.2660,-7.4513,3.5414
-4.4520,-4.7705,11.0126
-2.4707,-4.9057,8.0744
-11.0678,-3.0696,8.9704
-5.3225,-6.2318,8.0386
1.3039,-3.3951,2.8104
-0.2858,-9.8537,7.8444
-6.5718,-1.1453,3.6511
-0.6638,-3.0993,0.9313
-10.8866,-5.0101,10.2966
-4.3740,-3.8221,5.5532
-2.4803,-2.8605,7.1536
-7.8204,-0.3478,10.5101
-8.8020,3.1045,8.5243
-6.2806,-9.9337,8.3207
-3.0395,-5.8766,0.7338
-1.2819,-5.8540,4.8221
4.0537,2.5665,9.2411
-6.1796,-2.0168,-0.7880
-4.4375,-6.3856,2.2991
-9.6745,-2.4022,6.5613
-4.2726,-1.4188,3.6617
-8.5981,-9.5369,5.2454
-2.4113,-4.4934,8.2720
-8.4290,-5.4845,3.9101
-8.6377,1.7342,8.9262
-7.1293,-6.4048,6.1072
-9.2381,-2.6791,2.2724
-5.9161,-7.2071,4.7970
-8.8943,-8.9059,3.2895
-6.8758,-4.9443,6.4984
-0.0344,-1.5122,5.5005
-2.5174,-6.1658,10.7748
-3.0644,-8.2333,8.6262
-2.2379,-12.3555,3.9654
-6.2366,-10.0086,2.9763
-7.7077,-2.4582,7.2160
3.3734,-5.2524,9.8595
-4.5233,-3.1903,2.6897
-10.6915,-6.4083,8.6472
0.1389,-2.1578,7.8292
-7.3679,0.7261,10.4503
-6.4133,-4.1739,3.1968
-0.2194,-2.7705,5.9898
-3.5064,-2.6642,5.0089
-8.6166,-8.0098,0.8956
-3.3379,2.8473,1.0174
-4.3391,-2.7561,3.2322
-4.1340,-7.4307,10.0058
-6.6099,-3.7184,8.4057
-6.1002,-9.5830,4.6376
-2.4025,-4.2922,6.9969
-8.1170,-3.5862,8.5418
-4.6548,1.8847,5.6404
-7.9959,-9.0449,9.8557
-4.9507,-0.8941,7.7033
0.2700,-0.1052,5.1141
-3.9187,-0.6655,2.4527
-0.2700,-0.2730,9.3316
-5.3906,-3.0935,2.8211
-4.5881,-5.8511,6.5529
-6.3011,-3.1504,9.9404
-8.8275,-1.1615,0.1099
-11.4670,-4.4002,6.3054
-3.3951,-9.1371,6.0987
-4.3755,-0.1390,5.9626
-3.1279,-7.0602,5.7031
-6.1489,-1.8499,3.2192
-7.3542,-2.2446,11.8318
-3.5814,-3.0891,5.2115
-1.3936,-2.3564,11.6574
-3.7426,-6.9711,4.5177
-7.8287,-7.9077,10.2020
-2.2650,-7.8700,11.8066
-4.0096,-6.9965,7.4818
-4.9823,-6.4254,0.2614
-4.6539,-3.1250,-1.7106
-3.0475,-2.1155,4.8281
-4.4202,-4.9002,3.6895
-5.8839,0.1598,1.7876
-4.0325,-3.4594,4.0909
-6.1328,-8.3715,3.6434
-4.7214,-3.0174,3.4995
4.7069,-5.7982,6.6792
-5.4826,-5.2695,10.3178
-6.2521,0.1064,9.8241
-8.0093,-0.8201,4.2683
3.7153,-5.2263,3.3676
-10.6921,-8.0386,4.4845
-7.8616,-7.8391,4.1290
-5.4081,0.4628,1.0043
-0.6454,-11.1454,3.7200
2.6785,-10.0054,3.3921
4.1500,-9.0299,2.6884
0.7117,-6.3927,2.9446
2.0015,-12.1180,6.2093
3.5716,1.1213,-0.5284
5.9234,-9.6837,2.2835
5.8631,-10.8155,1.1869
3.7785,-7.9858,3.3461
6.4589,-5.7534,2.3125
2.2028,-11.8396,-0.7829
1.6411,-6.2212,0.3699
-0.5716,-6.3959,-0.9929
0.9056,-9.0390,2.9640
-4.2012,-11.8141,2.0415
2.1507,-11.0177,-0.1814
7.5739,-9.7504,3.7064
5.7344,-9.7333,2.8718
1.8839,-10.2299,-1.9934
5.9920,-9.5719,-0.2145
-0.2155,-2.7302,3.7967
2.8679,-10.4913,-3.2452
4.1842,-7.4435,-2.8689
6.8804,-5.9321,-1.4853
1.5570,-9.6623,1.9952
2.8284,-13.4183,6.0668
4.2602,-4.4292,5.3871
2.6351,-7.2775,3.7808
5.6654,-8.8457,-0.4192
3.3890,-10.8224,-0.2263
-3.0139,-8.0783,-1.6862
1.5565,-8.5010,2.4700
9.1361,-7.7040,-2.8840
3.6849,-10.1844,2.7352
1.1545,-10.5337,-0.0878
1.3342,-13.9944,-0.5745
3.2362,-4.6161,0.5883
2.1272,-6.5401,3.1693
8.2382,-6.5238,1.4368
7.4284,-3.5962,0.0235
3.7699,-13.5476,0.3683
0.5400,-9.0012,0.0041
2.7649,-8.6570,3.0269
3.9955,-10.0792,-2.4993
7.1077,-3.9440,0.0884
5.0200,-13.0685,-3.3457
2.4430,-3.7754,-1.7472
0.6938,-3.3541,-4.3726
5.2829,-6.8254,0.8577
3.8644,-0.2102,-1.9961
2.3064,-9.0758,-0.6409
-0.8802,-3.3984,2.1794
-2.1702,-10.5163,2.7539
4.5302,-12.8026,1.2137
4.0884,-7.1206,2.7204
-2.3717,-2.6120,2.1517
8.8782,0.5380,0.9994
